标题,iF,分区
HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY,0.622,Q3
AUSTRALIAN JOURNAL OF ZOOLOGY,0.622,Q4
REVUE FRANCAISE DE SOCIOLOGIE,0.622,Q4
MANCHESTER SCHOOL,0.622,Q4
DISCRETE & COMPUTATIONAL GEOMETRY,0.621,Q3 Q4Q3
EDUCATIONAL GERONTOLOGY,0.621,Q4 Q4Q4
Asian Myrmecology,0.621,Q4
German Journal of Human Resource Management-Zeitschrift fur Personalforschung,0.621,Q4 Q4Q4
Journal of Materials Education,0.621,Q4 Q4Q4
COMMUNICATIONS IN ANALYSIS AND GEOMETRY,0.62,Q3
Baltic Journal of Road and Bridge Engineering,0.62,Q4
TAPPI JOURNAL,0.62,Q3
Gender and Language,0.619,Q3 Q3Q4
International Politics,0.619,Q4 Q4Q4
MARINE TECHNOLOGY SOCIETY JOURNAL,0.619,Q4 Q4Q4
University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics,0.619,Q4 Q4Q4
ENGLISH HISTORICAL REVIEW,0.618,Q2
ACTA MATHEMATICA SINICA-ENGLISH SERIES,0.618,Q3 Q3Q4
Archives of Acoustics,0.618,Q4
Journal of Oceanology and Limnology,0.617,Q4 Q4Q4
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,0.617,Q4
AUSTRAL JOURNAL OF VETERINARY SCIENCES,0.617,Q3
PATHOLOGE,0.617,Q4
Probability and Mathematical Statistics-Poland,0.617,Q4
JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,0.617,Q4
Media International Australia,0.616,Q4
Acta Scientiarum Polonorum-Hortorum Cultus,0.616,Q4
Russian Physics Journal,0.616,Q4
Independent Review,0.615,Q4 Q4Q4
Journal of Cognitive Psychotherapy,0.615,Q4
DISSENT,0.615,Q4 Q4Q4
Statistical Methods and Applications,0.614,Q4
JOURNAL OF APPLIED ICHTHYOLOGY,0.614,Q4 Q4Q4
Revista Brasileira de Fruticultura,0.614,Q4
IEICE TRANSACTIONS ON COMMUNICATIONS,0.614,Q4 Q4Q4
JOURNAL OF SOCIAL WORK PRACTICE,0.613,Q4
AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,0.613,Q4
Nature + Culture,0.613,Q4
DOKLADY PHYSICAL CHEMISTRY,0.613,Q4
Biologically Inspired Cognitive Architectures,0.613,Q4 Q4Q4
Cold War History,0.612,Q2
Culture and Organization,0.612,Q4
COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,0.612,Q4
EUROPEAN JOURNAL OF MIGRATION AND LAW,0.611,Q4 Q4Q4
HITOTSUBASHI JOURNAL OF ECONOMICS,0.611,Q4
BULLETIN OF THE KOREAN CHEMICAL SOCIETY,0.611,Q4
MANUSCRIPTA MATHEMATICA,0.61,Q3
JOURNAL OF ALGEBRA AND ITS APPLICATIONS,0.61,Q3 Q3Q4
PSYCHOLOGICA BELGICA,0.61,Q4
Fluid Dynamics,0.61,Q4 Q4Q4
International Food Research Journal,0.61,Q4
EARTH MOON AND PLANETS,0.609,Q4 Q4Q4
Social Work in Public Health,0.607,Q4 Q4Q4
JOURNAL OF NONPARAMETRIC STATISTICS,0.607,Q4
REVIEW OF RADICAL POLITICAL ECONOMICS,0.607,Q4
Archivos Argentinos de Pediatria,0.607,Q4
International Journal of Surface Science and Engineering,0.607,Q4 Q4Q4Q4Q4
International Journal of Number Theory,0.606,Q3
IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,0.606,Q3 Q3Q4
JOURNAL OF AQUATIC PLANT MANAGEMENT,0.606,Q4 Q4Q4
ELECTRONIC COMMUNICATIONS IN PROBABILITY,0.606,Q4
Journal of Friction and Wear,0.606,Q4 Q4Q4
ZHURNAL OBSHCHEI BIOLOGII,0.606,Q4
Journal of the International Phonetic Association,0.605,Q3
Pragmatics,0.605,Q3
KLINISCHE MONATSBLATTER FUR AUGENHEILKUNDE,0.605,Q4
JOURNAL OF CAVE AND KARST STUDIES,0.605,Q4
World Englishes,0.604,Q3
INTERNATIONAL JOURNAL OF MATHEMATICS,0.604,Q3
AATCC Journal of Research,0.604,Q3
HERZOGIA,0.604,Q4
PSIKHOLOGICHESKII ZHURNAL,0.604,Q4
INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,0.604,Q4 Q4Q4Q4
IRANIAN JOURNAL OF CHEMISTRY & CHEMICAL ENGINEERING-INTERNATIONAL ENGLISH EDITION,0.604,Q4 Q4Q4
FOLIA LINGUISTICA,0.603,Q3
Assistenza Infermieristica e Ricerca,0.603,Q4 Q4Q4
Transylvanian Review of Administrative Sciences,0.603,Q4
TECHNICAL PHYSICS,0.603,Q4
Engenharia Agricola,0.603,Q4
BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,0.602,Q3
Contemporary Problems of Ecology,0.602,Q4
Journal of Biopharmaceutical Statistics,0.601,Q4 Q4Q4
LABOR HISTORY,0.6,Q2 Q2Q4
PHYSICS IN PERSPECTIVE,0.6,Q3 Q3Q3
RECORDS OF THE AUSTRALIAN MUSEUM,0.6,Q4
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,0.6,Q4 Q4Q4Q4
JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY,0.6,Q4 Q4Q4
ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES,0.6,Q4 Q4Q4
Gradevinar,0.599,Q4
SENSORS AND MATERIALS,0.599,Q4 Q4Q4
Violence and Victims,0.598,Q4
SCHWEIZER ARCHIV FUR TIERHEILKUNDE,0.598,Q3
Malawi Medical Journal,0.598,Q4
Legal Studies,0.597,Q4
GRAPHS AND COMBINATORICS,0.597,Q3
South African Journal of Economic and Management Sciences,0.597,Q4 Q4Q4
Biomedica,0.597,Q4
NEUROCIRUGIA,0.597,Q4 Q4Q4
Asian Economic Papers,0.596,Q4
STOCHASTIC MODELS,0.596,Q4
Fetal and Pediatric Pathology,0.596,Q4 Q4Q4
Journal of Cellular Automata,0.596,Q4 Q4Q4
JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,0.596,Q4
ASIA PACIFIC JOURNAL OF SOCIAL WORK AND DEVELOPMENT,0.595,Q4
JOURNAL OF FUNCTIONAL PROGRAMMING,0.595,Q4
Grundwasser,0.595,Q4 Q4Q4
Revista de Estudios Sociales,0.594,Q4 Q4Q4
DOKLADY EARTH SCIENCES,0.594,Q4
ENVIRONMENTAL HISTORY,0.593,Q2 Q4Q2
Problems of Information Transmission,0.593,Q4 Q4Q4
Jundishapur Journal of Microbiology,0.593,Q4
JOURNAL OF CHEMICAL RESEARCH,0.593,Q4
Digital Scholarship in the Humanities,0.592,Q3
Rechtsmedizin,0.592,Q4
STRENGTH OF MATERIALS,0.592,Q4
Neurosciences,0.592,Q4
China Petroleum Processing & Petrochemical Technology,0.592,Q4 Q4Q4Q4
South African Journal on Human Rights,0.591,Q4
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,0.591,Q4
Hydrologie und Wasserbewirtschaftung,0.591,Q4
ARCHIVES DE PEDIATRIE,0.591,Q4
AUTOMATION AND REMOTE CONTROL,0.591,Q4 Q4Q4
Journal of Plant Registrations,0.59,Q4 Q4Q4
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,0.59,Q4 Q4Q4Q4
DIPLOMATIC HISTORY,0.589,Q2
JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,0.589,Q4 Q4Q4
International Journal of Clothing Science and Technology,0.589,Q3
ACTA MATHEMATICA HUNGARICA,0.588,Q3
ARTHROPODA SELECTA,0.588,Q4
NEW ZEALAND ENTOMOLOGIST,0.588,Q4
VETERINARNI MEDICINA,0.588,Q3
Annali Italiani di Chirurgia,0.588,Q4
Gospodarka Surowcami Mineralnymi-Mineral Resources Management,0.588,Q4 Q4Q4
Journal of African Cultural Studies,0.587,Q3
CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE,0.587,Q4
Bulletin of Latin American Research,0.586,Q3
CHINESE ANNALS OF MATHEMATICS SERIES B,0.586,Q3
African Journal of Library Archives and Information Science,0.586,Q4
Journal of Applied Economics,0.586,Q4
AMERICAN FERN JOURNAL,0.586,Q4
Journal of Mental Health Policy and Economics,0.586,Q4 Q4Q4
Mathematical Population Studies,0.586,Q4 Q4Q4Q4Q4
ARCHIVES OF METALLURGY AND MATERIALS,0.586,Q4
Radiophysics and Quantum Electronics,0.586,Q4 Q4Q4Q4
Archives of Clinical Psychiatry,0.586,Q4
Science and Technology of Energetic Materials,0.586,Q4 Q4Q4Q4Q4
RUSSIAN JOURNAL OF NONDESTRUCTIVE TESTING,0.585,Q4
INVERTEBRATE REPRODUCTION & DEVELOPMENT,0.585,Q4 Q4Q4
Revista Mexicana de Biodiversidad,0.585,Q4
ACTA BIOLOGICA HUNGARICA,0.585,Q4
GEOMETRIAE DEDICATA,0.584,Q3
WATERBIRDS,0.584,Q3
British Journal of Music Education,0.583,Q4
English World-Wide,0.583,Q3
Praehistorische Zeitschrift,0.583,Q3
ZOOSYSTEMA,0.583,Q4
QME-Quantitative Marketing and Economics,0.583,Q4 Q4Q4Q4
BRAZILIAN JOURNAL OF OCEANOGRAPHY,0.583,Q4 Q4Q4
LIBRI,0.583,Q4
JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,0.583,Q4
Revista de Historia Economica,0.581,Q2 Q4Q2Q2
CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE,0.581,Q4
MAMMAL STUDY,0.581,Q4
ANZIAM JOURNAL,0.581,Q4
Condensed Matter Physics,0.581,Q4
Gaceta Medica de Mexico,0.581,Q4
International Journal of Cognitive Therapy,0.58,Q4 Q4Q4
Transactions of FAMENA,0.58,Q4 Q4Q4
tm-Technisches Messen,0.58,Q4
ARKIV FOR MATEMATIK,0.579,Q3
Dynamis,0.579,Q3 Q3Q3
Fruits,0.579,Q4
ACTA PHYSICA POLONICA A,0.579,Q4
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,0.579,Q4
BSGF-Earth Sciences Bulletin,0.579,Q4
Drewno,0.578,Q4
Asia-Pacific Journal of Financial Studies,0.578,Q4
Journal of Latin American and Caribbean Anthropology,0.577,Q3
JOURNAL OF ECONOMIC ISSUES,0.577,Q4
JOURNAL OF APPLIED PROBABILITY,0.577,Q4
ESTUDIOS GEOLOGICOS-MADRID,0.577,Q4
ICSID Review-Foreign Investment Law Journal,0.576,Q4
ORDER-A JOURNAL ON THE THEORY OF ORDERED SETS AND ITS APPLICATIONS,0.576,Q3
SCIENCE IN CONTEXT,0.576,Q3 Q3Q3
Revista Iberoamericana de Diagnostico y Evaluacion-e Avaliacao Psicologica,0.576,Q4
Russian Journal of Non-Ferrous Metals,0.576,Q4
CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,0.576,Q4
Ochrona Srodowiska,0.576,Q4
GEOGRAPHY,0.575,Q4
Wilson Journal of Ornithology,0.574,Q4
ANNALES BOTANICI FENNICI,0.574,Q4
CHILDRENS HEALTH CARE,0.574,Q4
IEICE TRANSACTIONS ON ELECTRONICS,0.574,Q4
JOURNAL OF THE TORREY BOTANICAL SOCIETY,0.573,Q4
JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,0.573,Q4 Q4Q4
TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,0.573,Q4
Interpreting,0.571,Q3
CARTOGRAPHIC JOURNAL,0.571,Q4
TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,0.571,Q4
MAYDICA,0.571,Q4 Q4Q4
REVISTA MEXICANA DE PSICOLOGIA,0.571,Q4
Cement Wapno Beton,0.571,Q4 Q4Q4
Acta Ortopedica Brasileira,0.57,Q4
DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,0.569,Q4
International Journal of Mental Health Promotion,0.567,Q4 Q4Q4
Sequential Analysis-Design Methods and Applications,0.567,Q4
TRAVAIL HUMAIN,0.567,Q4 Q4Q4Q4Q4
ACTA VETERINARIA BRNO,0.566,Q3
Translator,0.565,Q3 Q4Q3
Journal of Competition Law & Economics,0.565,Q4 Q4Q4
COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,0.565,Q4 Q4Q4
Revija za Kriminalistiko in Kriminologijo,0.565,Q4
INTERNATIONAL JOURNAL OF GAME THEORY,0.565,Q4 Q4Q4Q4Q4
Serbian Astronomical Journal,0.565,Q4
OCEAN DEVELOPMENT AND INTERNATIONAL LAW,0.564,Q4 Q4Q4
Glasnik Matematicki,0.564,Q3 Q3Q4
AMERICAN JOURNAL OF FAMILY THERAPY,0.564,Q4 Q4Q4
FISH PATHOLOGY,0.564,Q3 Q4Q3
Current Topics in Nutraceutical Research,0.564,Q4 Q4Q4
Journal of Comparative Germanic Linguistics,0.563,Q3
REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,0.563,Q3
Bradleya,0.563,Q4
Journal of Exotic Pet Medicine,0.563,Q3
ITEA-Informacion Tecnica Economica Agraria,0.563,Q4 Q4Q4
History and Anthropology,0.562,Q2 Q3Q2
Pakistan Journal of Pharmaceutical Sciences,0.562,Q4
REVISTA DE NEUROLOGIA,0.562,Q4
HERPETOLOGICAL JOURNAL,0.561,Q4
SOUTHWESTERN ENTOMOLOGIST,0.561,Q4
Indian Journal of Surgery,0.561,Q4
EKONOMICKY CASOPIS,0.56,Q4
Journal of Cytology,0.56,Q4
Bioagro,0.56,Q4
CONCEPTS IN MAGNETIC RESONANCE PART A,0.56,Q4 Q4Q4Q4Q4
ARCHIVE FOR HISTORY OF EXACT SCIENCES,0.559,Q3 Q3Q4
CRUSTACEANA,0.559,Q4
Perspectives-Studies in Translation Theory and Practice,0.558,Q3
AMERICAN MALACOLOGICAL BULLETIN,0.558,Q4 Q4Q4
MAIN GROUP METAL CHEMISTRY,0.558,Q4 Q4Q4
Gastroenterology Nursing,0.557,Q4 Q4Q4Q4
RUSSIAN JOURNAL OF ECOLOGY,0.557,Q4
THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,0.557,Q4
INTEGRATED FERROELECTRICS,0.557,Q4 Q4Q4Q4
NAGOYA MATHEMATICAL JOURNAL,0.556,Q3
FUNDAMENTA MATHEMATICAE,0.556,Q3
COMMUNICATIONS IN ALGEBRA,0.556,Q3
DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,0.556,Q3 Q3Q4
Journal of the Korean Statistical Society,0.556,Q4
PHI DELTA KAPPAN,0.556,Q4
CIENCIA RURAL,0.556,Q4
INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,0.556,Q4 Q4Q4Q4Q4
BOLETIM DO INSTITUTO DE PESCA,0.556,Q4 Q4Q4
Ethik in der Medizin,0.556,Q4
Water Resources,0.556,Q4
ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,0.556,Q4
ACTA PROTOZOOLOGICA,0.556,Q4
FERROELECTRICS LETTERS SECTION,0.556,Q4
INVERTEBRATE NEUROSCIENCE,0.556,Q4
Journal of Australian Studies,0.554,Q2 Q3Q3Q2
Notre Dame Journal of Formal Logic,0.554,Q3 Q3Q3
Irish Educational Studies,0.554,Q4
HUMAN STUDIES,0.554,Q4 Q4Q4
INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,0.554,Q4
HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,0.553,Q3
JOURNAL OF MEDICAL PRIMATOLOGY,0.553,Q4 Q4Q4
ELECTROMAGNETICS,0.553,Q4
FOOD SCIENCE AND TECHNOLOGY RESEARCH,0.553,Q4
FRESENIUS ENVIRONMENTAL BULLETIN,0.553,Q4
APPLIED CATEGORICAL STRUCTURES,0.552,Q4
TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,0.552,Q4
Revista de Psicologia Social,0.551,Q4
SOUTH AFRICAN JOURNAL OF SURGERY,0.551,Q4
INTERNATIONAL JOURNAL OF LEXICOGRAPHY,0.55,Q3
Image Analysis & Stereology,0.55,Q4 Q4Q4Q4
JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,0.55,Q4
ECONOMIST-NETHERLANDS,0.55,Q4
International Journal of Sport Finance,0.55,Q4
Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,0.55,Q4
Hacienda Publica Espanola-Review of Public Economics,0.55,Q4
Acta Endocrinologica-Bucharest,0.55,Q4
Asian Perspective,0.549,Q4
DOKLADY MATHEMATICS,0.548,Q4
GLASGOW MATHEMATICAL JOURNAL,0.548,Q4
ATLANTIC GEOLOGY,0.548,Q4
METALLURGIA ITALIANA,0.546,Q4
JOURNAL OF LATIN AMERICAN STUDIES,0.545,Q3
Functions of Language,0.545,Q3
NORTHWEST SCIENCE,0.545,Q4
GLASS AND CERAMICS,0.545,Q4
MITTEILUNGEN KLOSTERNEUBURG,0.545,Q4 Q4Q4
Moscow Mathematical Journal,0.544,Q4 Q4Q4
Applications of Mathematics,0.544,Q4
Russian Journal of Physical Chemistry B,0.544,Q4
PATTERNS OF PREJUDICE,0.543,Q4
EAST EUROPEAN POLITICS AND SOCIETIES,0.543,Q3 Q3Q4
COLUMBIA JOURNAL OF TRANSNATIONAL LAW,0.543,Q4 Q4Q4
Journal of Business-to-Business Marketing,0.543,Q4
Journal of Volcanology and Seismology,0.543,Q4
FREQUENZ,0.543,Q4
BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,0.542,Q4
Asian Journal of Mathematics,0.542,Q4 Q4Q4
Australasian Emergency Care,0.542,Q4 Q4Q4Q4
FOLIA ZOOLOGICA,0.542,Q4
AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,0.542,Q4
Revista Romana de Materiale-Romanian Journal of Materials,0.542,Q4 Q4Q4
German History,0.541,Q2
ALGEBRAS AND REPRESENTATION THEORY,0.541,Q4
CIENCIAS MARINAS,0.541,Q4
RADIOPROTECTION,0.541,Q4 Q4Q4Q4Q4
JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,0.541,Q4
Earth Sciences Research Journal,0.541,Q4
MIKROBIYOLOJI BULTENI,0.541,Q4
Solid Fuel Chemistry,0.541,Q4 Q4Q4Q4
SCOTTISH JOURNAL OF POLITICAL ECONOMY,0.54,Q4 Q4Q4
SEMINARS IN ROENTGENOLOGY,0.54,Q4
Journal of the South African Institution of Civil Engineering,0.54,Q4
INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,0.54,Q4
JOURNAL OF MATHEMATICAL SOCIOLOGY,0.538,Q4 Q4Q4Q4
Journal of South Asian Development,0.538,Q4
MYCOTAXON,0.538,Q4
NORTHEASTERN NATURALIST,0.538,Q4 Q4Q4
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,0.538,Q4 Q4Q4Q4
Moscow University Physics Bulletin,0.538,Q4
PHARMACEUTICAL CHEMISTRY JOURNAL,0.538,Q4 Q4Q4
Heroin Addiction and Related Clinical Problems,0.538,Q4
LASERS IN ENGINEERING,0.538,Q4 Q4Q4
Journal of the Mexican Chemical Society,0.538,Q4
Journal of Homotopy and Related Structures,0.537,Q4
STUDIA PSYCHOLOGICA,0.537,Q4
INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,0.537,Q4 Q4Q4
SCOTTISH MEDICAL JOURNAL,0.537,Q4
Geriatrie et Psychologie Neuropsychiatrie de Vieillissement,0.537,Q4 Q4Q4
Journal of Vibration Engineering & Technologies,0.537,Q4 Q4Q4
INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,0.536,Q4
SOTSIOLOGICHESKIE ISSLEDOVANIYA,0.536,Q4
ANTHROPOLOGIE,0.536,Q4
COLLOQUIUM MATHEMATICUM,0.535,Q4
JOURNAL OF ENTOMOLOGICAL SCIENCE,0.535,Q4
JOURNAL OF THE KOREAN PHYSICAL SOCIETY,0.535,Q4
CYBIUM,0.534,Q4
NATIONAL MEDICAL JOURNAL OF INDIA,0.534,Q4
Journal of Early Modern History,0.533,Q2
Zeitschrift fur Sprachwissenschaft,0.533,Q3
Global Economic Review,0.533,Q4
JOURNAL OF EMPLOYMENT COUNSELING,0.533,Q4
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,0.533,Q4 Q4Q4
Ciencia e Investigacion Agraria,0.533,Q3
FOLIA BIOLOGICA-KRAKOW,0.533,Q4
Austrian Journal of Earth Sciences,0.533,Q4
Jokull,0.533,Q4
INTERNATIONAL REVIEW OF SOCIAL HISTORY,0.532,Q2
Journal of Pseudo-Differential Operators and Applications,0.532,Q4 Q4Q4
Acta Clinica Croatica,0.532,Q4
International Journal of Nanotechnology,0.532,Q4 Q4Q4
AMERICAN BANKRUPTCY LAW JOURNAL,0.531,Q4
TOPOLOGY AND ITS APPLICATIONS,0.531,Q4 Q4Q4
AMERICAN SURGEON,0.531,Q4
Legume Research,0.531,Q4
REVISTA MEDICA DE CHILE,0.531,Q4
ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,0.531,Q4 Q4Q4
JOURNAL OF COSMETIC SCIENCE,0.53,Q4 Q4Q4
Advances in Strategic Management-A Research Annual,0.528,Q4
UROLOGE,0.528,Q4
JOURNAL OF CONVEX ANALYSIS,0.527,Q4
Analysis Mathematica,0.527,Q4
Estudios de Psicologia,0.527,Q4
REVISTA MEXICANA DE FISICA,0.527,Q4
Bangladesh Journal of Plant Taxonomy,0.527,Q4
PAEDAGOGICA HISTORICA,0.526,Q3 Q4Q3
Journal of Community Health Nursing,0.526,Q4 Q4Q4
IHERINGIA SERIE ZOOLOGIA,0.526,Q4
OCEANIA,0.526,Q4
HIMALAYAN GEOLOGY,0.526,Q4
HEMOGLOBIN,0.526,Q4 Q4Q4
Psychoanalytic Study of the Child,0.525,Q2
JOURNAL OF BLACK STUDIES,0.525,Q4 Q4Q4
CURRENT HERPETOLOGY,0.525,Q4
International Journal of Diabetes in Developing Countries,0.525,Q4
Visual Communication,0.523,Q4
Horticultura Brasileira,0.523,Q4
TROPICAL DOCTOR,0.523,Q4 Q4Q4
INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,0.523,Q4
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,0.523,Q4
New York Journal of Mathematics,0.522,Q4
DYNAMIC SYSTEMS AND APPLICATIONS,0.522,Q4 Q4Q4
Historia y Politica,0.522,Q2 Q2Q4
Revista de la Union Matematica Argentina,0.522,Q4 Q4Q4
MECHANICAL ENGINEERING,0.522,Q4
INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,0.521,Q4 Q4Q4
CLINICAL DYSMORPHOLOGY,0.521,Q4
POLYMER-KOREA,0.521,Q4
Revista Internacional de Contaminacion Ambiental,0.521,Q4
Australian Aboriginal Studies,0.52,Q4
CHILD & FAMILY BEHAVIOR THERAPY,0.52,Q4 Q4Q4
Revista Chilena de Infectologia,0.52,Q4
ADANSONIA,0.519,Q4
Kuwait Journal of Science,0.519,Q4
Artery Research,0.519,Q4
RETHINKING HISTORY,0.518,Q2
ARCHIV DER MATHEMATIK,0.518,Q4
Ukrainian Mathematical Journal,0.518,Q4 Q4Q4
Archive for the Psychology of Religion-Archiv fur Religionspsychologie,0.517,Q4
Portugaliae Mathematica,0.517,Q4 Q4Q4
Journal of Advanced Mechanical Design Systems and Manufacturing,0.517,Q4 Q4Q4
Universitas Psychologica,0.517,Q4
ADVANCED COMPOSITES LETTERS,0.517,Q4
INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,0.516,Q4
FORMAL ASPECTS OF COMPUTING,0.516,Q4
POLISH JOURNAL OF VETERINARY SCIENCES,0.516,Q4
Notfall & Rettungsmedizin,0.516,Q4
REVUE DE MEDECINE VETERINAIRE,0.516,Q4
BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,0.515,Q4
ESAIM-Probability and Statistics,0.515,Q4
Journal of Korean Academy of Nursing,0.515,Q4 Q4Q4
JOURNAL FOR THE HISTORY OF ASTRONOMY,0.514,Q3
International Journal of Feminist Approaches To Bioethics,0.514,Q4 Q4Q4Q4
Travail Genre et Societes,0.514,Q4 Q4Q4
Journal of Superhard Materials,0.514,Q4
ANTHROPOLOGICAL QUARTERLY,0.513,Q4
Intersecciones en Antropologia,0.513,Q4
Journal of Hard Tissue Biology,0.513,Q4
PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,0.512,Q4
INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,0.512,Q4
Zeitschrift fur Psychiatrie Psychologie und Psychotherapie,0.512,Q4
Acta Paulista de Enfermagem,0.512,Q4 Q4Q4
Nephrology Nursing Journal,0.512,Q4 Q4Q4Q4
MOLECULAR CRYSTALS AND LIQUID CRYSTALS,0.512,Q4 Q4Q4Q4
Russian Journal of Developmental Biology,0.512,Q4
Wulfenia,0.512,Q4
Journal of Biomaterials and Tissue Engineering,0.511,Q4
FOLIA PHONIATRICA ET LOGOPAEDICA,0.51,Q4 Q4Q4Q4Q4
Historia Critica,0.509,Q2
Revista Brasileira de Politica Internacional,0.509,Q4 Q4Q4
International Journal of Aeronautical and Space Sciences,0.509,Q4
International Journal of Transport Economics,0.509,Q4 Q4Q4
TROPICAL BIOMEDICINE,0.509,Q4 Q4Q4
Panoeconomicus,0.508,Q4
Revista Argentina de Clinica Psicologica,0.508,Q4 Q4Q4
Annals of Combinatorics,0.507,Q4
PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,0.507,Q4 Q4Q4
Food Hygiene and Safety Science,0.506,Q4
REVIEW OF INDUSTRIAL ORGANIZATION,0.505,Q4 Q4Q4
TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH,0.504,Q4
MATHEMATICAL RESEARCH LETTERS,0.503,Q4
ANNALES DE BIOLOGIE CLINIQUE,0.503,Q4 Q4Q4
Indian Journal of Pharmaceutical Education and Research,0.501,Q4 Q4Q4
English Language & Linguistics,0.5,Q3
Georgian Mathematical Journal,0.5,Q4
Annales Polonici Mathematici,0.5,Q4
Linguistica Antverpiensia New Series-Themes in Translation Studies,0.5,Q3
Electronic Research Announcements in Mathematical Sciences,0.5,Q4
Hong Kong Law Journal,0.5,Q4
German Journal of Agricultural Economics,0.5,Q4
Pacific Economic Review,0.5,Q4
PALEONTOLOGICAL JOURNAL,0.5,Q4
JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,0.5,Q4
PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY,0.5,Q4
Sociologus,0.5,Q4 Q4Q4
SEED SCIENCE AND TECHNOLOGY,0.5,Q4 Q4Q4Q4
Terapia Psicologica,0.5,Q4
CIENCIA FLORESTAL,0.5,Q4
Soil Mechanics and Foundation Engineering,0.5,Q4
ANNEE PSYCHOLOGIQUE,0.5,Q4
POLISH JOURNAL OF ECOLOGY,0.5,Q4
NETWORK-COMPUTATION IN NEURAL SYSTEMS,0.5,Q4 Q4Q4Q4
AATCC REVIEW,0.5,Q4 Q4Q4Q4
ASTRONOMY & GEOPHYSICS,0.5,Q4 Q4Q4
INTERNATIONAL JOURNAL OF MORPHOLOGY,0.499,Q4
ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE,0.498,Q4
THEORY OF COMPUTING SYSTEMS,0.497,Q4 Q4Q4
ORVOSI HETILAP,0.497,Q4
